Data;Cidade;Localidade;Tipo de Ação;Pauta;Tratativa;Origem;Área Temática;MicroCategoria;Público Alvo;Status;"Data do Atendimento
(se atendida)"
12/03/2024;Betim;Colônia Santa Izabel;Reunião comunidade presencial ;Acompanhamento perfuração de poços;Acompanhamento da perfuração de três poços para estudos hidrogeológico sobre as água subterrâneas, solicitado pelo MP, para realização do monitoramente da qualidade da água referente a enchente de janeiro de 2022.;Demanda de Órgão Público;Atendimento Emergencial;Uso/qualidade da água;Autoridades;Em atendimento;17/04/2024
12/03/2024;Betim;Assentamento 02 De Julho;Atendimento individual virtual ou por telefone ;Morador, Sr. EW, solicitou informações sobre o andamento da perfuração dos poços tubulares na comunidade.;Foi informado ao morador que a perfuração dos poços ainda está em andamneto e que o processo é moroso devido as etapas a seguir: perfuração, vazão de água, análise da qualidade de água e outorgas junto ao IGAM.;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Comunidade em Geral;Em atendimento;16/04/2024
25/03/2024;Pará De Minas;Córrego Do Barro,;Atendimento individual presencial ;Visita para revisão cadastral dos atendimentos agropecuários e solicitação de  ampliação da rede hidráulica. ;Visita para revisão cadastral dos atendimentos agropecuários e solicitação de  ampliação da rede hidráulica. ;Solicitação Comunidade ;Atendimento Emergencial;Água cuja finalidade não foi especificada;Comunidade em Geral;Em atendimento;07/05/2024
27/03/2024;Betim;Assentamento 02 De Julho;Atendimento individual virtual ou por telefone ;Moradora solicita que a Vale realize o abastecimento de água potável em sua propriedade.;Devido ao período chuvoso e às más condições das vias na comunidade do Assentamento 02 de Julho, estamos com dificuldades de deslocamento dos caminhões para os abastecimentos de água potável. Demanda já repassada ao jurídico para uma solução.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;14/05/2024
02/04/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual presencial ;Diálogo com moradora referente a questões que envolvem abastecimento do reservatório de água na comunidade.;Interface com a equipe de saneamento para posterior tratativa.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Respondida;02/04/2024
04/04/2024;Betim;Cruzeiro;Atendimento individual presencial ;Acompanhamento de visita técnica;Acompanhamento de visita técnica para atender a solicitação de água potável do proponente L.V.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Lideranças;Negada;04/04/2024
09/04/2024;Betim;Cruzeiro;Atendimento individual presencial ;Acompanhamento de visita técnica;Acompanhamento de visita técnica para atender a solicitação de água potável da proponente I.J.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Lideranças;Atendida;09/04/2024
17/04/2024;Esmeraldas;Cachoeirnha;Atendimento individual presencial ;Deseja saber se a Vale tem alguma orientação, referente a restrição de uso da água do poço artesiano da Copasa na comunidade, pois o mesmo foi atingido pela enchente de 2022. ;Foi informada que as comunidades que possuem abastecimento de água da Copasa, não são elegiveis para abastecimento de água pela Vale. ;Solicitação Comunidade ;Atendimento Emergencial;Uso/qualidade da água;Lideranças;Respondida;17/04/2024
14/05/2024;Esmeraldas;São José;Atendimento individual presencial ;Diálogo alinhamento de onde serão instalados o padráo de energia da cemig e o painel do poço artesiano. ;Locais definidos, em conjunto com o superficiário. ;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Comunidade em Geral;Em atendimento;
17/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Solicita retomada do abastecimento de água potável.  ;Abastecimento de água inserido na programação semanal. ;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;17/05/2024
27/05/2024;Brumadinho;Tejuco;Atendimento individual presencial ;No dia 27 de maio, a Líder comunitária nos relatou a falta de água na rua do Tejuco, em frente à casa dela. Foi solicitado para a área de saneamento que esteve lá e constatou que a pressão na rede estava baixa devido ao alto consumo. Foi explicado para a moradora e ela concordou em arrumar uma caixa d'água para o abastecimento do Pipa.;No dia 27 de maio, a Líder comunitária nos relatou a falta de água na rua do Tejuco, em frente à casa dela. Foi solicitado para a área de saneamento que esteve lá e constatou que a pressão na rede estava baixa devido ao alto consumo. Foi explicado para a moradora e ela concordou em arrumar uma caixa d'água para o abastecimento do Pipa.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;27/05/2024
27/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Solicita fornecimento dos galões para retomada do abastecimento de água mineral. ;Os galões serão fornecidos na próxima entrega. ;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;08/06/2024
27/05/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Solicita reposição dos galões de água mineral. ;Entrega agendada para quarta dia 30/05. ;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;30/05/2024
01/07/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;A moradora P. A. R. B.  entrou em contato para solicitar informações sobre o interesse da Vale  em comprar um terreno no Tejuco.;Foi orientado a ela que a informação era verdadeira, porém um terreno na rua do Cruzeiro, pois como é para instalação do reservatório teria que ser no alto. Em seguida foi informado a ela sobre o endereço que ela poderá ofertar o seu terreno para a Vale.;Solicitação Comunidade ;Atendimento Emergencial;Oferta de imóveis;Comunidade em Geral;Respondida;
03/07/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;No dia 03/07/2024, conforme acordado no último diálogo com a comunidade, mensalmente estamos enviando os laudos da qualidade da água dos caminhões – pipas que abastecem os reservatórios em Tejuco;No dia 03/07/2024, conforme acordado no último diálogo com a comunidade, mensalmente estamos enviando os laudos da qualidade da água dos caminhões – pipas que abastecem os reservatórios em Tejuco;Solicitação Comunidade ;Atendimento Emergencial;Uso/qualidade da água;Comunidade em Geral;Atendida;
04/07/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;M. e S . solicitaram o caminho para solicitação de água mineral, pois mudaram de casa e precisavam atualizar o novo endereço na lista de entrega de água mineral. ;Foi enviado a eles o informativo para abertura de protocolo.;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;
04/07/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;líder da Associação de moradores solicitou o caminho para solicitação de água mineral, pois uma moradora D. mudou para o Tejuco e ainda não estava recebendo. ;Encaminhado o informativo com o 0800 para abertura de Protocolo.;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Atendida;
04/07/2024;Mário Campos;Reta Do Jacaré;Reunião liderança presencial ;Reunião sobre funcionamento de sistema de filtragem e poço do núcleo familiar da Claúdia Brandão.;Durante reunião de retorno ao núcleo familiar da senhora Claúdia Brandão, a família iniciou o diálogo questionando sobre o volume de água outorgado, que não está adequado para a necessidade da propriedade e solicitam revisão. Mencionam, que não há como cortar o pipa da propriedade sem que haja uma adequação à realidade. Assim, as demandas relacionadas ao sistema e poço continuam paralisadas.;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Lideranças;Em análise;
08/07/2024;São José Da Varginha;Barra Dos Cassianos;Reunião comunidade presencial ;Instalação hidraulica;Superficiário solicitação manutenção em rede hidraulica;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Comunidade em Geral;Negada;
09/07/2024;Brumadinho;Tejuco;Atendimento individual presencial ;Na data de 09 de Julho a  moradora D. G C.a entrou em contato relatando que a água que estava chegando em sua casa estava suja e com barro. ;O Técnico da área de saneamento foi até a residência e de fato a moradora estava recebendo água suja, porém a causa foi devida a uma obra na igreja ter mexido na rede sem solicitar fechamento da mesma. ;Solicitação Comunidade ;Atendimento Emergencial;Uso/qualidade da água;Comunidade em Geral;Atendida;
10/07/2024;Três Marias;Zona Rural;Atendimento individual presencial ;Diálogo social com superficiário para esclarecimento de dúvidas e repasse de informações sobre o sistema de filtragem instalado na propriedade.;Durante o diálogo, além do esclarecimento das dúvidas apresentadas, foram entregues laudos de monitoramento da qualidade da água da propriedade.;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Comunidade em Geral;Respondida;
10/07/2024;Mário Campos;Vila Machadinho;Atendimento individual presencial ;Acompanhar visita técnica NMC;Devido abertura de protocolo com solicitação de entrega de água mineral, foi realizado visitas domiciliares  no local e comprovado que todas as residências tem instalação COPASA.;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Negada;
11/07/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Solicita orientação para solicitação de abastecimento de água. ;Informado o contato da central de atendimento. ;Solicitação Comunidade ;Atendimento Emergencial;Água cuja finalidade não foi especificada;Comunidade em Geral;Respondida;
16/07/2024;São José Da Varginha;Fundão;Atendimento individual presencial ;Atendimento água potável;realizado visita técnica para medição de volume para abastecimento de água potável.;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;
19/07/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Solicita abastecimento de água potável;Abastecimento realizado e informado o contato da Base da Copasa para atendimento direto. ;Solicitação Comunidade ;Atendimento Emergencial;Água para uso doméstico;Comunidade em Geral;Atendida;
22/07/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Confirmação da entrega de água;Realizada tratativa para buscar informações sobre a entrega no endereço;Solicitação Comunidade ;Atendimento Emergencial;Água cuja finalidade não foi especificada;Comunidade em Geral;Em atendimento;
22/07/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Confirmação da data de entrega de água em garrafas;Realizada tratativa para buscar informações sobre a data;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Respondida;
22/07/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Confirmação da data de entrega de água em garrafas;Realizada tratativa para buscar informações sobre a data;Solicitação Comunidade ;Atendimento Emergencial;Água mineral para consumo humano;Comunidade em Geral;Respondida;
22/07/2024;Esmeraldas;Taquaras;Atendimento individual presencial ;Solicita que após a ativação do Sistema de Filtragem, seja retirada o registro que bloqueia água dos poços, a fim de evitar danos na tubulação.;Registro retirado. ;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Lideranças;Atendida;
22/07/2024;Esmeraldas;Taquaras;Atendimento individual presencial ;Solicita a parametrização do poço artesiano, para que ele possa funcionar de acordo com a vazão outorgada e manutenção do dosador do Sistema de Filtragem. ;Serviço agendado para 06/08/2024. ;Solicitação Comunidade ;Atendimento Emergencial;Estruturas de fornecimento hídrico;Lideranças;Em atendimento;
